Кодзима - ...?|гений
Оборот речи или отдельное слово, заимствованные из романских языков или образованные по типу оборотов и выражений романских языков.|романизм
Писатель, пишущий романы.|романист
Специалист в области римского права.|романист
Параллелепипед, все грани которого являются равными ромбами.|ромбоэдр
Отбитый и обжаренный ломтик говядины.|ромштекс
Прибор для регистрации количества осаждающейся росы.|росограф
Хищный зверь семейства куньих с ценным мехом.|росомаха
Способ сплава леса по воде без связывания бревен в плоты.|росплывь
Длинные дроги или сани без кузова, приспособленные для перевозки бревен, досок и т.п.|роспуски
Нижняя часть фундамента сооружения, распределяющая нагрузку на основание сооружения.|ростверк
Прибор для измерения роста человека, состоящий из стойки с делениями и подвижной муфты с планшеткой, опускаемой до соприкосновения с головой измеряемого.|ростомер
Вырубленное и выжженное место в лесу для пашни.|росчисть
Картавость, грассирование.|ротацизм
Чередование звука [s] со звуком [r] в интервокальном положении (в лингвистике).|ротацизм
Офицерский чин в кавалерии и жандармерии, соответствующий званию капитана в пехоте (в армии Российского государства до 1917 г. и в армиях некоторых других стран).|ротмистр
Разновидность минерала турмалина розовато-красного или малинового цвета.|рубеллит
Кровельный и изоляционный материал из картона, пропитанного специальным составом.|рубероид
Травянистое растение семейства сложноцветных, с прямым и ветвистым стеблем, крупными листьями и золотисто-желтыми цветками; золотой шар.|рудбекия
Воин, вооруженный ружьем.|ружейник
Мастер, изготовляющий ружья.|ружейник
Рабочий ружейного цеха на ружейном заводе.|ружейник
Одежда на кисть руки (обычно с отделением только для большого пальца).|рукавица
Текст произведения, написанный от руки, напечатанный на пишущей машинке или набранный на компьютере.|рукопись
Памятник письменности, написанный от руки и обычно относящийся ко времени до возникновения книгопечатания.|рукопись
Часть предмета, инструмента и т.п., за которую держатся рукой при пользовании им.|рукоятка
Часть механизма, прибора, за которую берутся рукой для приведения их в движение.|рукоятка
Система взглядов, основывающаяся на социальных и педагогических учениях французского мыслителя XVIII в. Ж.-Ж. Руссо.|руссоизм
Заросли рябины.|рябинник
Птица семейства дроздов.|рябинник
Семейство однодольных мелких растений, живущих в пресной воде.|рясковые
Народный весенний праздник по завершении весенних полевых работ (у татар, башкир и других тюркских народов).|сабантуй
Чехол для лука.|сагайдак
Старинное название лука с налучием и колчана со стрелами, на который надевался чехол.|сагайдак
Тропическое дерево из класса саговых, похожее на пальму.|саговник
Представители религиозно-политического течения в древней Иудее в конце старой и начале новой эры.|саддукеи
Жена саечника.|саечница
Музыкант, участник народного ансамбля в Азербайджане, Армении, Грузии и Иране.|сазандар
Мясо сазана как пища.|сазанина
Население на территории Саксония.|саксонцы
Медный духовой музыкальный инструмент в виде изогнутой параболической трубы с раструбом и клювообразным, как у кларнета, мундштуком.|саксофон
Кушанье в виде каши, киселя из муки или толокна.|саламата
Столовая посуда в виде неглубокой миски для салата.|салатник
Небольшой - обычно квадратный - кусок ткани или бумаги, используемый во время еды, в косметических салонах и т.п.|салфетка
Приспособление для пуска двигателя без ручной заводки.|самопуск
Грузовой автомобиль с механически опрокидывающимся кузовом.|самосвал
Транспортное средство, механически сваливающее груз.|самосвал
Машина для механической подачи и расстилки торфяных кирпичей на поле для сушки.|самостил
Цель, достижение которой не предполагает дальнейших устремлений, новых задач.|самоцель
Душистая смола, получаемая из коры хвойного африканского дерева семейства кипарисовых, применяемая при производстве лаков.|сандарак
Представитель революционных народных масс - мелких буржуа, ремесленников (в период Французской буржуазной революции конца XVIII в.).|санкюлот
Революционно настроенный человек, бунтарь.|санкюлот
Литературный язык древней и средневековой индийской религиозной, философской, художественной и научной литературы.|санскрит
Глистогонное средство против круглых глистов, добываемое из нераспустившихся соцветий или стеблей цитварной полыни.|сантонин
Мастер по шитью и починке обуви.|сапожник
Организм, питающийся разлагающимися органическими веществами.|сапрофаг
Растение, питающееся разлагающимися органическими веществами из остатков растений и животных.|сапрофит
Название арабского населения северо-западной Аравии (у античных историков).|сарацины
Название арабов, мусульман и некоторых других народов Ближнего Востока (в эпоху средневековья в Европе).|сарацины
Морские бурые водоросли, распространенные в теплых частях Тихого и Атлантического океанов.|саргассы
Небольшая гробница или массивный гроб у древних народов.|саркофаг
Легкая хлопчатобумажная ткань типа ситца, полосатая или клетчатая.|сарпинка
Старинный жанр испанской оперы.|сарсуэла
Идеология поклонения злу: насилию, растлению, убийству, самоубийству, характеризующаяся отсутствием внутренних сдерживающих начал, не разрешающих совершать преступления, считающиеся, согласно данной идеологии, слабостью; культ Сатаны.|сатанизм
Качества, приписываемые Сатане; демонизм.|сатанизм
Жестокость, человеконенавистничество и крайний цинизм.|сатанизм
Вооруженный слуга-телохранитель, сопровождающий своего господина (в Древнем Риме).|сателлит
Государство или правительство, формально независимое, но фактически подчиненное другому государству или правительству.|сателлит
Спутник планеты.|сателлит
Зубчатое колесо с подвижной осью вращения, совершающее движение одновременно вокруг своей оси и оси центрального колеса.|сателлит
Болезненно повышенное половое влечение у мужчин.|сатириаз
Область, провинция, управляемая сатрапом.|сатрапия
Семейство ночных бабочек.|сатурнии
Краситель красно-фиолетового цвета, отличающийся большой прочностью.|сафранин
Органическое соединение, твердый бесцветный кристаллический продукт как один из самых распространенных сахаров растительного происхождения.|сахароза
Приспособление для сбивания.|сбивалка
Шорник, делающий сбрую.|сбруйщик
Переваривание (пищи).|сварение
Культовый знак ряда древних религий в виде креста с загнутыми под прямым углом концами.|свастика
Знак в виде креста с загнутыми вправо под прямым углом концами как эмблема германского фашизма.|свастика
Судорожное сжатие мышц из-за болезни, ранения и т.п.|сведение
Известия, сообщения.|сведения
Факты, данные, характеризующие.|сведения
Познания в области, осведомленность.|сведения
Отчет с цифровыми данными.|сведения
Свойство и состояние свежего.|свежесть
Прохлада, умеренный холод.|свежесть
Ощущение бодрости, жизнерадостности.|свежесть
Мать мужа.|свекровь
Семейство жуков, личинки которых живут в древесине, где просверливают горизонтальные ходы.|сверлилы
Отверстие, проделанное сверлом.|сверлина
Светлая парадная комната (обычно в верхней части дома).|светлица
Световое сигнальное устройство для регулирования движения на улицах, дорогах.|светофор
Встреча, обычно условленная, двух или нескольких лиц.|свидание
Встреча с тем, кто находится в больнице, закрытом учебном заведении, тюрьме.|свидание
Работница, ухаживающая за свиньями.|свинарка
Отличительная особенность, черта, характерный признак.|свойство
Отношения между супругом и кровными родственниками другого супруга, а также между родственниками супругов, возникающие из брачного союза.|свойство
Деньги, полученные за сдельную работу.|сдельные
Уроженцы, жители Севера (северной части местности, страны).|северяне
Древнее племя восточных славян, обитавшее в бассейне реки Десны.|северяне
Система чередования сельскохозяйственных культур без введения твердого севооборота.|севосмен
Характер седлания, способ, каким оседлана лошадь.|седловка
Сезонный рабочий.|сезонник
Запрещение или ограничение на пользование имуществом, налагаемое органами государственной власти (в экономике).|секвестр
Участок омертвевшей ткани, отделившейся от здоровой (в медицине).|секвестр
Род письменного стола с откидной крышкой, ящиками и полками для хранения бумаг, книг; бюро.|секретер
Игра, состоящая в угадывании фразы по начальным буквам слов.|секретер
Гормональное вещество, вырабатываемое слизистой оболочкой двенадцатиперстной кишки, вызывающее отделение сока поджелудочной железы.|секретин
Образование и выделение железами особых веществ, необходимых для жизнедеятельности организма.|секреция
Угломерный инструмент для астрономических и геодезических наблюдений, состоящий из дуги, равной одной шестой части окружности, и двух зеркал.|секстант
Шестистишие с двумя рифмами.|секстина
Самец утки.|селезень
Электромеханический прибор, включенный в сеть с другими приборами для осуществления оперативной телефонной связи нескольких пунктов с центром.|селектор
Улучшение существующих и выведение новых сортов растений и пород животных путем отбора и скрещивания.|селекция
Научная дисциплина, изучающая улучшение существующих и выведение новых сортов растений и пород животных.|селекция
Влажные тропические вечнозеленые леса в Южной Америке.|сельвасы
Народность, живущая в Томской и Тюменской областях и в Красноярском крае России.|селькупы
Растение, а также плод, клубень, зерно и т.п., оставленные на семена.|семенник
Участок, предназначенный для выращивания растений на семена.|семенник
Плод или часть плода растения, содержащая семена (в ботанике).|семенник
Мужская половая железа, вырабатывающая сперматозоиды.|семенник
Слово, оборот речи, выражение, составленное по образцу семитского языка или заимствованное из него (в лингвистике).|семитизм
Отверстие в покрове семяпочки для прохода оплодотворяющей пыльцы.|семявход
Зародыш листьев в семени.|семядоля
Главный управляющий дворцовым хозяйством (во франкском государстве).|сенешаль
Должностное лицо, ведавшее юстицией и военными делами округа (в феодальной Франции).|сенешаль
Сильное, ошеломляющее впечатление, вызываемое (событием, сообщением и т.п.).|сенсация
Название девятого месяца календарного года.|сентябрь
Область, принадлежащая сеньору (в средние века в Западной Европе).|сеньория
Выборный орган городской власти (в средние века в Западной Европе).|сеньория
Главнокомандующий (в султанской Турции).|сераскир
Военный министр (в Турции в ХХ в.).|сераскир
Сорт копчено-вареной колбасы.|сервелат
Признанное в ряде государств право пользования чужой собственностью в определенных пределах, а также право на ограничение собственника в определенном отношении.|сервитут
Срединная, внутренняя часть предметов.|сердечко
Сердцевинная часть семечковых плодов.|сердечко
Полудрагоценный поделочный камень красного или красно-желтого цвета, разновидность халцедона.|сердолик
Место, более или менее одинаково удаленное от краев, концов.|середина
Время, более или менее одинаково удаленное от начала и конца.|середина
Промежуточная позиция.|середина
Крестьянин-единоличник, владевший небольшим земельным участком и обрабатывавший его своим личным трудом (по имущественному положению стоявший между бедняком и кулаком).|середняк
Песня в честь дамы (обычно как любовный призыв), исполнявшаяся под открытым небом под музыку вечером или ночью у нее под окнами (в поэзии трубадуров).|серенада
Музыкальное произведение - род дивертисмента - для небольшого оркестра или инструментального ансамбля, исполнявшееся на открытом воздухе.|серенада
Льняная ткань редкого плетения, подобная марле.|серпянка
Внутренняя светочувствительная оболочка глаза; сетчатая оболочка глаза, ретина.|сетчатка
Ткань редкого плетения, редкой вязки.|сетчатка
Сельскохозяйственный рабочий, занимающийся посевом семян.|сеяльщик
Переднеязычный фрикативный согласный звук (в лингвистике).|сибилянт
Маленькая тонкая сигара.|сигарета
Папироса без мундштука.|сигарета
Название, применявшееся для обозначения метеоритов, состоящих почти целиком из никелистого железа.|сидериты
Вещество, ускоряющее высыхание масел, красок и лаков.|сиккатив
Профессиональный шантажист, клеветник, доносчик (в Древней Греции).|сикофант
Минералы и синтетические химические соединения, представляющие по составу соли кремниевых кислот.|силикаты
Семейство жуков, питающихся трупами; мертвоеды.|сильфиды
Организм, участвующий в симбиозе.|симбионт
Расположение, благожелательное отношение.|симпатия
Изменение в органе, в ткани и т.п., возникающее под непосредственным влиянием изменений, происходящих в другом органе, ткани и т.п., симметрично или близко расположенных (в медицине).|симпатия
Молитвенный дом и религиозная община иудеев.|синагога
Одна из форм монополии - объединение предпринимателей, которое осуществляет всю коммерческую деятельность (определение цен, сбыт продукции и т.п.) при сохранении производственной и юридической самостоятельности входящих в нее предприятий.|синдикат
Объединение трестов отрасли промышленности, имевшее целью плановую закупку сырья и сбыт продукции (в первый период нэпа в советском государстве).|синдикат
Название профессиональных союзов во Франции и некоторых других странах.|синдикат
Церковная должность, приносившая хороший доход и не связанная с исполнением обязанностей (в средние века в Европе).|синекура
Хорошо оплачиваемая работа, не требующая особого труда.|синекура
Кустарная мастерская, где производилась набойка и окраска холстов (обычно в синий цвет).|синельня
Система панорамного кино.|синерама
Сложное органическое соединение - глюкозид, содержащий в себе серу и обнаруживаемый в семенах, листьях и корнях крестоцветных растений (горчицы, редьки, редиса и т.п.).|синигрин
Словосочетание, представляющее собою цельную синтаксическую интонационно-смысловую конструкцию, в которой слова - главное и зависимое - сочетаются по определенным правилам.|синтагма
Синтетический утепляющий материал.|синтепон
Средневековая религия японцев, впоследствии принявшая форму культа императора (до 1945 г. - государственная религия Японии).|синтоизм
Форма политического устройства ряда итальянских городов-государств второй половины XIII в. - середины XVI в., характеризующаяся сосредоточием всей власти в руках правителя-тирана.|синьория
Орган городского управления в средневековых итальянских городах-республиках.|синьория
Болезнь древесины, вызываемая дереворазрушающими грибами и выражающаяся в появлении белых пятен, которые затем темнеют и ведут к разрушению дерева, так что разрушенная древесина напоминает сито.|ситовина
Растение семейства осоковых с цветками, собранными в колоски, которые образуют головчатые и зонтиковидные соцветия.|ситовник
Сифилитическая сыпь на слизистой оболочке, коже.|сифилиды
Первичное сифилитическое поражение в месте заражения; твердый шанкр.|сифилома
Однолетнее или многолетнее травянистое растение семейства ворсянковых с цветками, собранными в соцветие-головку.|скабиоза
Повествовательное произведение исторического или легендарного содержания.|сказание
Веревочка с ручками на концах, через которую прыгают дети, крутя и перекидывая ее через голову.|скакалка
Приспособление для сидения, сделанное обычно из доски или нескольких досок на стойках.|скамейка
Разнообразный по окраске - белый, серый, зеленоватый, красноватый или бесцветный - минерал, образующий столбчатые кристаллы.|скаполит
Навозный жук, обитающий в южных странах.|скарабей
Изображение священного жука у древних египтян на монетах, камне и т.п., служившее предметом культа, амулетом или украшением.|скарабей
Казначей (в старину на Украине).|скарбник
Каменотесный резец, долото.|скарпель
Кусок ткани особой выработки или вязаное изделие, которым покрывают стол.|скатерть
Верхняя поверхность подземных грунтовых вод.|скатерть
Одна из распространенных систем внешкольного воспитания во многих странах, являющаяся основой деятельности детских и юношеских скаутских организаций (возникших в Англии в начале XX в.).|скаутизм
Узкое отверстие, щель.|скважина
Глубокое отверстие круглого сечения в почве, сделанное буровым инструментом.|скважина
Отверстие, пора между частицами вещества.|скважина
Колонист, занимавший свободный необработанный участок земли в период начальной колонизации (в Америке, Австралии и Новой Зеландии).|скваттер
Скотовод в Австралии, арендующий для своих стад необрабатываемые участки земли.|скваттер
Резкая струя воздуха, насквозь продувающая помещение благодаря наличию расположенных друг против друга дверей, отверстий, щелей и т.п.|сквозняк
Сани без рулевого управления для катания с ледяных гор.|скелетон
Бесцветная или желтоватая жидкость с едким запахом, получаемая перегонкой смолы хвойных деревьев и применяемая в медицине, лакокрасочном производстве и т.п.|скипидар
Пайщик.|складчик
Хроническое инфекционное заболевание, выражающееся в развитии в различных участках дыхательных путей воспалительных уплотнений.|склерома
Род скобеля.|скобелка
Народный странствующий актер (на Руси IX-XIII вв.).|скоморох
Разновидность испольщины.|скопщина
Твердая природная оболочка (яйца, ореха и т.п.).|скорлупа
Отношение пройденного телом пути к соответствующему промежутку времени.|скорость
Степень быстроты движения или вращения некоторых машин (автомобиля, мотоцикла, станка и т.п.), зависящая от порядка взаимодействия деталей коробки скоростей.|скорость
Степень быстроты движения, распространения, действия и т.п.|скорость
Рыба отряда окунеобразных; морской ерш.|скорпена
Одно из двенадцати зодиакальных созвездий.|скорпион
Ядовитое членистоногое класса паукообразных.|скорпион
Специальное помещение, кладовая для хранения денег или драгоценностей (на Руси IX-XIII вв.).|скотница
Ремень, проходящий под брюхом лошади и скрепляющий стремена.|скошевка
Паразитический червь, живущий в зрелом состоянии в кишечнике позвоночных животных.|скребень
Каменные доски с написанными на них десятью божественными заповедями (по библейскому сказанию).|скрижали
Шляпочный гриб семейства пластинчатых рода млечников.|скрипица
Аппарат для очистки газа путем улавливания твердых компонентов в газовой смеси, пропускаемой через распыленную жидкость..|скруббер
Промысловая рыба семейства скумбриевых; макрель.|скумбрия
Выборный представительный орган государственной власти в Югославии.|скупщина
Один из наиболее распространенных сортов яблони, выведенных И.В.Мичуриным.|славянка
Кондитерские изделия, лакомства; сласти.|сладости
Охотник, выслеживающий зверя по следам.|следопыт
Сосуд, в который собирали слезы плачущих по покойнику (в Древнем Риме).|слезница
Подсемейство растений семейства розоцветных; миндальные.|сливовые
Сливовая наливка или настойка.|сливянка
Низшее бесхлорофильное растение, слизистый гриб.|слизевик
Рабочая или ремесленная слобода.|слободка
Южнославянский народ, составляющий основное население Словении.|словенцы
Западнославянская народность - родственная кашубам - живущая в Польше.|словинцы
Тело низших растений (водорослей, лишайников, мхов и т.п.), не расчлененное на стебель и листья.|слоевище
Математическое действие, посредством которого из двух или нескольких чисел - слагаемых - получают новое - сумму, содержащее столько единиц, сколько было во всех названных числах вместе.|сложение
Детеныш слона.|слоненок
Женщина, исполняющая обязанности слуги.|служанка
Должностное лицо, работающее по найму в различных сферах умственного труда, управления, обслуживания, торговли и т.п.|служащий
Электроизоляционный материал, изготовляемый из отходов слюды.|слюдинит
Кротость, покорность.|смирение
Травянистое растение семейства гвоздичных с ярко-красными цветками, собранными в кистевидные соцветия, и стеблем, покрытым иногда клейкими выделениями.|смолевка
Жук семейства долгоносиков, вредитель хвойных лесов.|смолевка
Старинный русский обряд знакомства жениха и его родственников с невестой.|смотрины
Состояние неловкости, застенчивости, замешательства.|смущение
Состояние сильной взволнованности, беспокойства, замешательства.|смятение
Паника, растерянность, переполох.|смятение
Настой, мазь, отвар, специально приготовленные и употребляемые с целью.|снадобье
Снайперская стрельба.|снайпинг
Выворачивание деревьев с корнем под давлением осевшего на кронах снега.|снеговал
Поломка сучьев, вершин и стволов деревьев под давлением осевшего на кронах снега.|снеголом
Деревья, сломавшиеся под давлением осевшего на кронах снега.|снеголом
Прибор для измерения плотности снежного покрова.|снегомер
Выпадение снега в большом количестве.|снегопад
Сельскохозяйственное орудие для снегозадержания; снежный плуг.|снегопах
Автомобиль, предназначенный для движения по снегу.|снегоход
Кристалл снега (обычно в виде звездочки).|снежинка
Скопление на льду талой воды, образовавшейся от таяния снега, лежащего на поверхности льда.|снежница
Связывание в снопы.|сноповка
Ловкость, навык в деле.|сноровка
Любовная, половая связь.|сношение
Половой акт, совокупление.|сношение
Связи, взаимоотношения.|сношения
Совместная с аренда.|соаренда
Помещение для содержания собак.|собачник
Народное название растений с плодами, снабженными цепкими щетинками.|собачник
Совместное заседание членов организации, коллектива для обсуждения.|собрание
Название некоторых выборных представительных учреждений, организаций.|собрание
Совокупность предметов, представляющих художественный, научный и т.п. интерес; коллекция.|собрание
Древняя восточноиранская народность Средней Азии, с середины I тысячелетия до н.э. населявшая Согдиану.|согдийцы
Утвердительный ответ на позволение, разрешение.|согласие
Соглашение, взаимная договоренность.|согласие
Общность взглядов, мнений и т.п.; единомыслие, единодушие.|согласие
Взаимная дружба, мирные дружественные отношения.|согласие
Согласованность, слаженность, гармония.|согласие
Религиозная община, секта.|согласие
Дополнительный доклад, сообщение по вопросам основного доклада.|содоклад
Гармоническое сочетание двух или нескольких тонов (в музыке).|созвучие
Совпадение, сходство звуков речи.|созвучие
Процесс отражения действительности мозгом человека, включающий все формы психической деятельности и обусловливающий целенаправленную деятельность человека.|сознание
Восприятие и понимание окружающего, свойственные человеку; ум, разум.|сознание
Ясное понимание.|сознание
Мысль о чувство, ощущение.|сознание
Детская игрушка, изображающая солдата.|солдатик
Жена солдата.|солдатка
Вдова солдата.|солдатка
Проволочная спираль, намотанная на сердечник, вокруг которой при пропускании электрического тока создается магнитное поле.|соленоид
Неправильный в грамматическом отношении оборот, синтаксическая ошибка в литературной речи.|солецизм
Предприятие, где засаливается рыба, икра и т.п.|солильня
Один стебель соломы.|соломина
Животное семейства куньих с коротким, рыжим мехом; сусленник.|солонгой
Засоленное впрок мясо (обычно говядина).|солонина
Почва, насыщенная солями, легкорастворимыми в воде.|солончак
Озеро или ключ с соленой водой; солонец.|солончак
Неуверенность в истинности, возможности отсутствие твердой веры в.|сомнение
Затруднение, недоумение при разрешении вопроса.|сомнение
Состояние душевного разлада, неуверенности, колебаний.|сомнение
Мясо сома, употребляемое в пищу.|сомовина
Соучастник преступления, неблаговидных дел.|сообщник
Несколько плодов, развившихся из отдельных цветков скученного соцветия и сросшихся вместе.|соплодие
Род травянистых растений семейства злаковых, к которому относятся сорго, суданская трава и т.п.|сорговые
Степень засоренности семян или посевов.|сорность
Общественная группа с закрепленными законом или обычаями наследственными правами и обязанностями (окончательно сложившаяся на основе классового деления феодального общества).|сословие
Группа лиц, объединенных профессиональными интересами (в Российском государстве до 1917 г.).|сословие
Птица семейства вьюрков, обитающая в сосновых лесах.|сосновик
Семейство хвойных растений, к которому относятся сосна, ель, пихта и т.п.|сосновые
Заостренный книзу ледяной стержень, образовавшийся при стоке жидкости.|сосулька
Сковородка для приготовления соте с толстым дном и высокими прямыми боками.|сотейник
Командир сотни (в древнерусском, стрелецком или казачьем войске).|сотенник
Мясо лося, употребляемое в пищу.|сохатина
Выделанная шкура лося.|сохатина
Самка сохатого.|сохатиха
Совокупность цветков, собранных в виде кисти, зонтика, метелки и т.п.|соцветие
Изделие из пшеничной муки в виде длинных нитей, отвариваемых целиком.|спагетти
Придворный, в обязанность которого входило помогать государю в одевании и раздевании, сопровождать во время поездок и т.п. (на Руси XV-XVII вв.).|спальник
Порода длинношерстных коротконогих охотничьих собак с висячими большими ушами.|спаниель
